,precip_norm,Location,forecast_day,latitude,longitude,name,State
241,-0.3683333333333332,US_NJ,3,40.058324,-74.405661,New Jersey,NJ
242,-3.1556666666666664,US_NJ,4,40.058324,-74.405661,New Jersey,NJ
243,-1.2829999999999995,US_NJ,5,40.058324,-74.405661,New Jersey,NJ
244,8.235,US_NJ,6,40.058324,-74.405661,New Jersey,NJ
245,2.3440000000000003,US_NJ,7,40.058324,-74.405661,New Jersey,NJ
246,3.2223333333333333,US_NJ,8,40.058324,-74.405661,New Jersey,NJ
247,-0.8919999999999999,US_NJ,9,40.058324,-74.405661,New Jersey,NJ
248,0.0,US_NM,0,34.97273,-105.032363,New Mexico,NM
249,-0.39466666666666667,US_NM,3,34.97273,-105.032363,New Mexico,NM
250,0.46299999999999997,US_NM,4,34.97273,-105.032363,New Mexico,NM
251,0.3516666666666666,US_NM,5,34.97273,-105.032363,New Mexico,NM
252,0.3003333333333334,US_NM,6,34.97273,-105.032363,New Mexico,NM
253,-0.068,US_NM,7,34.97273,-105.032363,New Mexico,NM
254,-0.21133333333333335,US_NM,8,34.97273,-105.032363,New Mexico,NM
255,-0.3703333333333334,US_NM,9,34.97273,-105.032363,New Mexico,NM
256,-2.5300000000000002,US_NY,0,43.299428,-74.217933,New York,NY
257,0.20299999999999985,US_NY,3,43.299428,-74.217933,New York,NY
258,-3.1440000000000006,US_NY,4,43.299428,-74.217933,New York,NY
259,-0.7660000000000005,US_NY,5,43.299428,-74.217933,New York,NY
260,9.577666666666666,US_NY,6,43.299428,-74.217933,New York,NY
261,2.704,US_NY,7,43.299428,-74.217933,New York,NY
262,3.7383333333333333,US_NY,8,43.299428,-74.217933,New York,NY
263,-0.8536666666666666,US_NY,9,43.299428,-74.217933,New York,NY
264,-2.0269999999999997,US_NC,0,35.759573,-79.0193,North Carolina,NC
265,-3.3776666666666673,US_NC,3,35.759573,-79.0193,North Carolina,NC
266,-2.1793333333333345,US_NC,4,35.759573,-79.0193,North Carolina,NC
267,-2.0389999999999997,US_NC,5,35.759573,-79.0193,North Carolina,NC
268,-0.5343333333333333,US_NC,6,35.759573,-79.0193,North Carolina,NC
269,-1.1486666666666667,US_NC,7,35.759573,-79.0193,North Carolina,NC
270,1.4279999999999997,US_NC,8,35.759573,-79.0193,North Carolina,NC
271,-0.1463333333333332,US_NC,9,35.759573,-79.0193,North Carolina,NC
272,-0.07299999999999995,US_ND,0,47.551493,-101.002012,North Dakota,ND
273,1.6806666666666665,US_ND,3,47.551493,-101.002012,North Dakota,ND
274,1.1116666666666668,US_ND,4,47.551493,-101.002012,North Dakota,ND
275,5.0553333333333335,US_ND,5,47.551493,-101.002012,North Dakota,ND
276,3.059,US_ND,6,47.551493,-101.002012,North Dakota,ND
277,-0.3493333333333333,US_ND,7,47.551493,-101.002012,North Dakota,ND
278,-0.8586666666666666,US_ND,8,47.551493,-101.002012,North Dakota,ND
279,-0.8433333333333333,US_ND,9,47.551493,-101.002012,North Dakota,ND
280,-3.4530000000000007,US_OH,0,40.417287,-82.907123,Ohio,OH
281,-1.2480000000000002,US_OH,3,40.417287,-82.907123,Ohio,OH
282,-1.9480000000000004,US_OH,4,40.417287,-82.907123,Ohio,OH
283,0.030999999999999917,US_OH,5,40.417287,-82.907123,Ohio,OH
284,4.619,US_OH,6,40.417287,-82.907123,Ohio,OH
285,6.826,US_OH,7,40.417287,-82.907123,Ohio,OH
286,8.401666666666667,US_OH,8,40.417287,-82.907123,Ohio,OH
287,-2.352,US_OH,9,40.417287,-82.907123,Ohio,OH
288,-0.149,US_OK,0,35.007752,-97.092877,Oklahoma,OK
289,-0.32866666666666666,US_OK,3,35.007752,-97.092877,Oklahoma,OK
290,-0.29866666666666664,US_OK,4,35.007752,-97.092877,Oklahoma,OK
291,-0.203,US_OK,5,35.007752,-97.092877,Oklahoma,OK
292,1.7383333333333328,US_OK,6,35.007752,-97.092877,Oklahoma,OK
293,6.464,US_OK,7,35.007752,-97.092877,Oklahoma,OK
294,-1.5643333333333334,US_OK,8,35.007752,-97.092877,Oklahoma,OK
295,-2.0076666666666667,US_OK,9,35.007752,-97.092877,Oklahoma,OK
296,28.837,US_OR,0,43.804133,-120.554201,Oregon,OR
297,4.984,US_OR,3,43.804133,-120.554201,Oregon,OR
298,1.6,US_OR,4,43.804133,-120.554201,Oregon,OR
299,0.749333333333333,US_OR,5,43.804133,-120.554201,Oregon,OR
300,-1.9629999999999996,US_OR,6,43.804133,-120.554201,Oregon,OR
301,3.7326666666666664,US_OR,7,43.804133,-120.554201,Oregon,OR
302,0.02100000000000035,US_OR,8,43.804133,-120.554201,Oregon,OR
303,0.9536666666666667,US_OR,9,43.804133,-120.554201,Oregon,OR
304,-3.4419999999999997,US_PA,0,41.203322,-77.194525,Pennsylvania,PA
305,-0.9990000000000003,US_PA,3,41.203322,-77.194525,Pennsylvania,PA
306,-2.562333333333334,US_PA,4,41.203322,-77.194525,Pennsylvania,PA
307,-1.182666666666667,US_PA,5,41.203322,-77.194525,Pennsylvania,PA
308,4.911666666666666,US_PA,6,41.203322,-77.194525,Pennsylvania,PA
309,4.117999999999999,US_PA,7,41.203322,-77.194525,Pennsylvania,PA
310,4.283333333333333,US_PA,8,41.203322,-77.194525,Pennsylvania,PA
311,-1.2590000000000001,US_PA,9,41.203322,-77.194525,Pennsylvania,PA
312,-4.192,US_RI,0,41.580095,-71.477429,Rhode Island,RI
313,0.35166666666666657,US_RI,3,41.580095,-71.477429,Rhode Island,RI
314,-2.556,US_RI,4,41.580095,-71.477429,Rhode Island,RI
315,-0.8380000000000001,US_RI,5,41.580095,-71.477429,Rhode Island,RI
316,6.780333333333334,US_RI,6,41.580095,-71.477429,Rhode Island,RI
317,1.0543333333333333,US_RI,7,41.580095,-71.477429,Rhode Island,RI
318,4.974333333333333,US_RI,8,41.580095,-71.477429,Rhode Island,RI
319,-0.2656666666666666,US_RI,9,41.580095,-71.477429,Rhode Island,RI
320,0.3470000000000002,US_SC,0,33.836081,-81.163725,South Carolina,SC
321,-6.068666666666667,US_SC,3,33.836081,-81.163725,South Carolina,SC
322,-5.665333333333334,US_SC,4,33.836081,-81.163725,South Carolina,SC
323,-5.128,US_SC,5,33.836081,-81.163725,South Carolina,SC
324,-3.2503333333333333,US_SC,6,33.836081,-81.163725,South Carolina,SC
325,-2.390666666666667,US_SC,7,33.836081,-81.163725,South Carolina,SC
326,2.9483333333333333,US_SC,8,33.836081,-81.163725,South Carolina,SC
327,0.7896666666666667,US_SC,9,33.836081,-81.163725,South Carolina,SC
328,-0.6890000000000001,US_SD,0,43.969515,-99.901813,South Dakota,SD
329,0.32766666666666655,US_SD,3,43.969515,-99.901813,South Dakota,SD
330,0.5569999999999999,US_SD,4,43.969515,-99.901813,South Dakota,SD
331,13.343666666666667,US_SD,5,43.969515,-99.901813,South Dakota,SD
332,1.2603333333333333,US_SD,6,43.969515,-99.901813,South Dakota,SD
333,-0.532,US_SD,7,43.969515,-99.901813,South Dakota,SD
334,-1.2096666666666667,US_SD,8,43.969515,-99.901813,South Dakota,SD
335,-1.0146666666666668,US_SD,9,43.969515,-99.901813,South Dakota,SD
336,-10.82,US_TN,0,35.517491,-86.580447,Tennessee,TN
337,-3.754666666666666,US_TN,3,35.517491,-86.580447,Tennessee,TN
338,-2.3,US_TN,4,35.517491,-86.580447,Tennessee,TN
339,-0.6153333333333331,US_TN,5,35.517491,-86.580447,Tennessee,TN
340,3.833666666666667,US_TN,6,35.517491,-86.580447,Tennessee,TN
341,24.44633333333333,US_TN,7,35.517491,-86.580447,Tennessee,TN
342,10.519,US_TN,8,35.517491,-86.580447,Tennessee,TN
343,-2.9423333333333335,US_TN,9,35.517491,-86.580447,Tennessee,TN
344,-1.429,US_TX,0,31.968599,-99.901813,Texas,TX
345,-1.615666666666667,US_TX,3,31.968599,-99.901813,Texas,TX
346,-1.1296666666666666,US_TX,4,31.968599,-99.901813,Texas,TX
347,-0.889,US_TX,5,31.968599,-99.901813,Texas,TX
348,0.12666666666666693,US_TX,6,31.968599,-99.901813,Texas,TX
349,2.104,US_TX,7,31.968599,-99.901813,Texas,TX
350,0.6026666666666667,US_TX,8,31.968599,-99.901813,Texas,TX
351,2.829,US_TX,9,31.968599,-99.901813,Texas,TX
352,-0.351,US_UT,0,39.32098,-111.093731,Utah,UT
353,-1.1153333333333335,US_UT,3,39.32098,-111.093731,Utah,UT
354,1.1093333333333333,US_UT,4,39.32098,-111.093731,Utah,UT
355,2.3419999999999996,US_UT,5,39.32098,-111.093731,Utah,UT
356,-0.3946666666666667,US_UT,6,39.32098,-111.093731,Utah,UT
357,-0.7743333333333333,US_UT,7,39.32098,-111.093731,Utah,UT
358,-1.0956666666666668,US_UT,8,39.32098,-111.093731,Utah,UT
359,-0.9173333333333334,US_UT,9,39.32098,-111.093731,Utah,UT
360,-2.194,US_VT,0,44.558803,-72.577841,Vermont,VT
361,2.7916666666666665,US_VT,3,44.558803,-72.577841,Vermont,VT
362,-0.5256666666666665,US_VT,4,44.558803,-72.577841,Vermont,VT
363,-0.1233333333333334,US_VT,5,44.558803,-72.577841,Vermont,VT
